supplier_id,supplier_name,supplier_location,spend_year,supplier_category,supplier_subcategory,spend_anonymized
S0762,Supplier_0965,,2023,,,134.0
S0763,Supplier_0966,,2023,,,6079.05
S0763,Supplier_0967,,2023,,,102682.42
S0764,Supplier_0968,,2023,,,250.0
S0765,Supplier_0969,,2023,I.T,,218085.43
S0766,Supplier_0970,,2023,,,538.33
S0767,Supplier_0971,,2023,,,10375.99
S0768,Supplier_0972,,2023,,,99419.65
S0769,Supplier_0973,,2022,Property,Lease,62869.0
S0769,Supplier_0974,,2023,Property,,10520.95
S0770,Supplier_0975,,2022,,,383.95
S0771,Supplier_0976,,2022,,,475.0
S0772,Supplier_0977,,2022,,,2438.22
S0773,Supplier_0978,,2022,,,349.8
S0774,Supplier_0979,,2022,,,2408.85
S0775,Supplier_0980,,2022,,,137.5
S0776,Supplier_0981,,2022,,,104.03
S0777,Supplier_0982,,2022,Medical Device,Consumables,240.0
S0777,Supplier_0983,,2023,Medical Device,,254.42
S0778,Supplier_0984,,2022,Property,Maintenance ,8125.0
S0779,Supplier_0985,,2022,,,155.0
S0780,Supplier_0986,,2022,,,175.0
S0780,Supplier_0987,,2023,,,181.5
S0781,Supplier_0988,,2023,,,27108.85
S0782,Supplier_0989,,2022,,,860.0
S0783,Supplier_0990,,2022,IT ,Hardware ,10369.32
S0783,Supplier_0991,,2023,I.T,,2923.01
S0784,Supplier_0992,,2022,,,1959.92
S0784,Supplier_0993,,2023,,,1160.3
S0785,Supplier_0994,,2022,,,9678.75
S0785,Supplier_0995,,2023,,,2410.32
S0786,Supplier_0996,,2023,,,3611.6
S0787,Supplier_0997,,2022,,,4480.0
S0787,Supplier_0998,,2023,,,20060.0
S0788,Supplier_0999,,2023,,,83018.6
S0789,Supplier_1000,,2022,IT ,Hardware ,30097.0
S0789,Supplier_1001,,2023,I.T,,39667.18
S0790,Supplier_1002,,2022,,,4828.91
S0790,Supplier_1003,,2023,,,2525.74
S0791,Supplier_1004,,2023,Professional Services,,144279.9
S0792,Supplier_1005,,2022,Facility Management,Other ,600.0
S0792,Supplier_1006,,2023,Facility Management,,600.0
S0793,Supplier_1007,,2022,Professional Services,Other,6333.34
S0793,Supplier_1008,,2023,Professional Services,,12039.5
S0794,Supplier_1009,,2022,Property,Maintenance ,94104.77
S0794,Supplier_1010,,2023,Property,,102202.8
S0795,Supplier_1011,,2022,Facility Management,Cleaning services,660.4
S0796,Supplier_1012,,2023,,,14520.0
S0797,Supplier_1013,,2022,Facility Management,Other ,8.53
S0797,Supplier_1014,,2023,Facility Management,,388.48
S0798,Supplier_1015,,2022,IT ,Software ,2379230.81
S0798,Supplier_1016,,2023,I.T,,461876.54
S0799,Supplier_1017,,2022,Property,Maintenance ,800.93
S0799,Supplier_1018,,2023,Property,,1335.97
S0800,Supplier_1019,,2023,,,53.5
S0801,Supplier_1020,,2022,Facility Management,Catering and vending machines,752.2
S0801,Supplier_1021,,2023,Facility Management,,1014.1
S0802,Supplier_1022,,2022,Facility Management,Office Supplies,12402.48
S0802,Supplier_1023,,2023,Facility Management,,15864.73
S0803,Supplier_1024,,2022,,,220.42
S0804,Supplier_1025,,2022,,,2248.0
S0805,Supplier_1026,,2022,,,744.5
S0805,Supplier_1027,,2023,,,726.0
S0806,Supplier_1028,,2022,,,636.0
S0807,Supplier_1029,,2022,,,1188.0
S0807,Supplier_1030,,2023,,,1312.74
S0808,Supplier_1031,,2022,IT ,Tele- and datacom,40950.99
S0808,Supplier_1032,,2023,I.T,,53083.92
S0809,Supplier_1033,,2022,,,2400.0
S0809,Supplier_1034,,2023,,,7516.54
S0810,Supplier_1035,,2022,Professional Services,Legal ,15230.5
S0810,Supplier_1036,,2023,Professional Services,,30038.78
S0811,Supplier_1037,,2022,Facility Management,Catering and vending machines,5160.0
S0811,Supplier_1038,,2023,Facility Management,,5430.9
S0812,Supplier_1039,,2023,,,6082.42
S0813,Supplier_1040,,2022,,,3713.0
S0813,Supplier_1041,,2023,,,1784.75
S0813,Supplier_1042,,2023,,,3275.0
S0814,Supplier_1043,,2023,,,2338.32
S0815,Supplier_1044,,2022,Facility Management,Catering and vending machines,44777.12
S0815,Supplier_1045,,2023,Facility Management,,55267.85
S0816,Supplier_1046,,2022,,,1979.4
S0817,Supplier_1047,,2023,,,5309.66
S0818,Supplier_1048,,2022,Energy,Energy,201580.01
S0818,Supplier_1049,,2023,Energy,,198040.25
S0819,Supplier_1050,,2022,Sub-Contracting,Sterilization,272381.65
S0819,Supplier_1051,,2023,Sub-Contracting,,305477.34
S0820,Supplier_1052,,2022,IT ,Tele- and datacom,1238.43
S0820,Supplier_1053,,2023,I.T,,1111.47
S0821,Supplier_1054,,2022,,,100.0
S0822,Supplier_1055,,2023,,,100.0
S0823,Supplier_1056,,2022,IT ,Tele- and datacom,107.34
S0823,Supplier_1057,,2023,I.T,,263.4
S0824,Supplier_1058,,2023,,,180.0
S0825,Supplier_1059,,2022,,,2357.03
S0825,Supplier_1060,,2023,,,4350.29
S0826,Supplier_1061,,2022,Property,Maintenance ,2420.6
S0826,Supplier_1062,,2023,Property,,4260.4
S0827,Supplier_1063,,2022,,,60.0
S0827,Supplier_1064,,2023,,,60.0
S0828,Supplier_1065,,2023,,,18125.0
S0829,Supplier_1066,,2022,,,475.0
S0829,Supplier_1067,,2023,,,302.5
S0830,Supplier_1068,,2022,Logistics & transport,Freight - Other,14158.78
S0830,Supplier_1069,,2023,Logistics & Transport,,49611.84
S0831,Supplier_1070,,2023,,,598.95
S0832,Supplier_1071,,2022,IT ,Software ,36659.23
S0832,Supplier_1072,,2023,I.T,,27623.14
S0833,Supplier_1073,,2022,,,2784.36
S0833,Supplier_1074,,2023,,,2388.14
S0834,Supplier_1075,,2022,Professional Services,Legal ,2040.19
S0834,Supplier_1076,,2023,Professional Services,,4689.5
S0835,Supplier_1077,,2022,Professional Services,Finance (Accountancy),7832.8
S0835,Supplier_1078,,2023,Professional Services,,20733.6
S0836,Supplier_1079,,2023,,,2657.16
S0837,Supplier_1080,,2022,IT ,Tele- and datacom,1549.52
S0837,Supplier_1081,,2023,I.T,,650.0
S0838,Supplier_1082,,2022,,,300.0
S0838,Supplier_1083,,2023,,,300.0
S0839,Supplier_1084,,2023,,,702.91
S0839,Supplier_1085,,2023,,,29061.91
S0840,Supplier_1086,,2022,,,446.25
S0841,Supplier_1087,,2022,,,1364.0
S0841,Supplier_1088,,2023,,,2017.8
S0842,Supplier_1089,,2023,,,9680.0
S0843,Supplier_1090,,2022,Fleet,Other,262.17
S0844,Supplier_1091,,2022,,,1033.0
S0845,Supplier_1092,,2022,HR,Flexible employment,929.89
S0845,Supplier_1093,,2023,HR,,938.83
S0846,Supplier_1094,,2022,IT ,Tele- and datacom,194.0
S0846,Supplier_1095,,2023,I.T,,251.79
S0847,Supplier_1096,,2022,HR,Education,39000.0
S0847,Supplier_1097,,2023,HR,,51590.0
S0848,Supplier_1098,,2022,Professional Services,Other,3402.72
S0848,Supplier_1099,,2023,Professional Services,,41072.09
S0849,Supplier_1100,,2022,Professional Services,Other,8380.0
S0849,Supplier_1101,,2023,Professional Services,,57222.0
S0850,Supplier_1102,,2023,,,51345.18
S0851,Supplier_1103,,2023,,,108491.52
S0852,Supplier_1104,,2022,,,3240.0
S0852,Supplier_1105,,2023,,,16335.0
S0853,Supplier_1106,,2023,Professional Services,,307291.68
S0854,Supplier_1107,,2022,HR,Insurance,42283.23
S0854,Supplier_1108,,2023,HR,,22289.62
S0855,Supplier_1109,,2023,,,51217.5
S0856,Supplier_1110,,2023,,,1943.5
S0857,Supplier_1111,,2023,,,689.84
S0858,Supplier_1112,,2023,,,14338.5
S0859,Supplier_1113,,2023,Professional Services,,60741.47
S0860,Supplier_1114,,2023,,,54.91
S0861,Supplier_1115,,2023,,,795.0
S0862,Supplier_1116,,2023,,,89374.35
S0863,Supplier_1117,,2023,,,1386.93
S0864,Supplier_1118,,2023,,,2413.95
S0865,Supplier_1119,,2023,,,91965.17
S0866,Supplier_1120,,2023,,,1131.35
S0867,Supplier_1121,,2023,,,20747.5
S0868,Supplier_1122,,2022,Property,Maintenance ,19709.94
S0868,Supplier_1123,,2023,Property,,15829.98
S0869,Supplier_1124,,2022,IT ,Tele- and datacom,268.0
S0869,Supplier_1125,,2023,I.T,,311.0
S0870,Supplier_1126,,2022,CAPEX (Machines) ,Maintenance ,191.1
S0870,Supplier_1127,,2023,Capex (Machines) ,,622.13
S0871,Supplier_1128,,2022,,,1203.0
S0871,Supplier_1129,,2023,,,184.23
S0872,Supplier_1130,,2022,,,390.4
S0872,Supplier_1131,,2023,,,8739.91
S0873,Supplier_1132,,2023,,,5390.95
S0874,Supplier_1133,,2022,,,750.0
S0875,Supplier_1134,,2022,,,433.0
S0875,Supplier_1135,,2023,,,1498.54
S0876,Supplier_1136,,2022,,,45705.77
S0876,Supplier_1137,,2023,Travel,,53889.08
S0877,Supplier_1138,,2022,Professional Services,Other,33500.0
S0877,Supplier_1139,,2023,Professional Services,,18713.28
S0878,Supplier_1140,,2022,,,350.0
S0879,Supplier_1141,,2022,Property,Maintenance ,2650.0
S0880,Supplier_1142,,2022,Electronics,Components,2051.09
S0880,Supplier_1143,,2023,Electronics,,306.22
S0881,Supplier_1144,,2022,Facility Management,Other ,575.0
S0881,Supplier_1145,,2023,Facility Management,,828.85
S0882,Supplier_1146,,2022,IT ,Tele- and datacom,68860.0
S0882,Supplier_1147,,2023,I.T,,42725.48
S0883,Supplier_1148,,2022,Property,Maintenance ,12072.92
S0884,Supplier_1149,,2022,,,3500.0
S0884,Supplier_1150,,2023,,,3500.0
S0885,Supplier_1151,,2022,,,65.0
S0886,Supplier_1152,,2023,,,3424.3
S0887,Supplier_1153,,2023,,,2025.54
S0888,Supplier_1154,,2022,,,5100.0
S0889,Supplier_1155,,2022,,,821.85
S0889,Supplier_1156,,2023,,,367.95
S0890,Supplier_1157,,2022,HR,Flexible employment,9624.0
S0890,Supplier_1158,,2023,HR,,16892.88
S0891,Supplier_1159,,2022,,,2510.0
S0892,Supplier_1160,,2023,,,139370.0
S0893,Supplier_1161,,2022,HR,Flexible employment,123866.56
S0893,Supplier_1162,,2023,HR,,125329.17
S0894,Supplier_1163,,2022,IT ,Software ,166158.85
S0894,Supplier_1164,,2023,I.T,,161775.17
S0895,Supplier_1165,,2023,HR,,615178.77
S0896,Supplier_1166,,2022,CAPEX (Machines) ,Maintenance ,178788.77
S0896,Supplier_1167,,2023,Capex (Machines) ,,77198.23
S0897,Supplier_1168,,2022,Property,Maintenance ,10326.44
S0897,Supplier_1169,,2023,Property,,147759.37
S0898,Supplier_1170,,2022,Electronics,Components,10100.4
S0898,Supplier_1171,,2023,Electronics,,1390.2
S0899,Supplier_1172,,2022,Packaging,Wood,199824.8
S0899,Supplier_1173,,2023,Packaging,,163080.63
S0900,Supplier_1174,,2022,HR,Moving,21195.59
S0901,Supplier_1175,,2023,,,121.71
S0902,Supplier_1176,,2022,,,1770.07
S0902,Supplier_1177,,2023,,,202.93
S0903,Supplier_1178,,2022,,,11731.6
S0903,Supplier_1179,,2023,,,8125.3
S0904,Supplier_1180,,2022,Medical Device,Consumables,165780.23
S0904,Supplier_1180,,2023,Medical Device,,117271.42
S0905,Supplier_1181,,2023,Electronics,,641622.51
S0906,Supplier_1182,,2022,HR,Flexible employment,175.75
S0906,Supplier_1183,,2023,HR,,10289.6
S0907,Supplier_1184,,2022,,,1807.14
S0907,Supplier_1185,,2023,,,1533.79
S0908,Supplier_1186,,2022,,,123.97
S0909,Supplier_1187,,2023,,,368.53
S0910,Supplier_1188,,2022,Property,Maintenance ,4355.0
S0910,Supplier_1189,,2023,Property,,4951.32
S0911,Supplier_1190,,2023,Professional Services,,447013.29
S0912,Supplier_1191,,2022,,,1238.5
S0912,Supplier_1192,,2023,,,17517.5
S0913,Supplier_1193,,2022,Facility Management,Furniture,507256.11
S0913,Supplier_1194,,2023,Facility Management,,208648.75
S0914,Supplier_1195,,2022,IT ,Tele- and datacom,9369.53
S0914,Supplier_1196,,2023,I.T,,3403.22
S0915,Supplier_1197,,2022,Metal Components,Casting,439360.33
S0915,Supplier_1198,,2023,Metal Components,,735107.86
S0916,Supplier_1199,,2022,,,816.2
S0917,Supplier_1200,,2022,Travel,"Hotel, Meeting & Congres",47586.12
S0917,Supplier_1201,,2023,Travel,,62482.79
S0918,Supplier_1202,,2022,,,590.0
S0919,Supplier_1203,,2022,IT ,Tele- and datacom,1814.33
S0919,Supplier_1204,,2023,I.T,,1631.99
S0920,Supplier_1205,,2022,,,775.4
S0920,Supplier_1205,,2023,,,3002.01
S0920,Supplier_1206,,2023,,,1672.93
S0921,Supplier_1207,,2022,Electronics,Components,29075.85
S0921,Supplier_1207,,2023,Electronics,,37084.73
S0922,Supplier_1208,,2022,,,5361.06
S0923,Supplier_1209,,2022,,,15266.6
S0924,Supplier_1210,,2022,,,248616.28
S0924,Supplier_1211,,2023,Professional Services,,384535.77
S0925,Supplier_1212,,2022,Packaging,Cartons,79889.76
S0925,Supplier_1213,,2023,Packaging,,90201.48
S0926,Supplier_1214,,2022,,,2250.0
S0927,Supplier_1215,,2022,Professional Services,Legal ,2700.0
S0927,Supplier_1216,,2023,Professional Services,,13252.3
S0928,Supplier_1217,,2023,,,9662.75
S0929,Supplier_1218,,2023,,,14400.0
S0930,Supplier_1219,,2022,,,587.31
S0931,Supplier_1220,,2022,Travel,"Hotel, Meeting & Congres",51595.45
S0931,Supplier_1221,,2023,Travel,,11438.39
S0932,Supplier_1222,,2022,,,2703.0
S0933,Supplier_1223,,2023,,,5414.75
S0934,Supplier_1224,,2022,,,1134.69
S0935,Supplier_1225,,2022,,,70.21
S0935,Supplier_1226,,2023,,,437.19
S0936,Supplier_1227,,2023,,,12977.25
S0937,Supplier_1228,,2022,,,2940.36
S0937,Supplier_1229,,2023,,,3040.0
S0938,Supplier_1230,,2022,,,840.0
S0939,Supplier_1231,,2023,,,19953.51
S0940,Supplier_1232,,2022,HR,Flexible employment,28400.0
S0940,Supplier_1233,,2023,HR,,80474.53
S0941,Supplier_1234,,2022,HR,Flexible employment,45952.26
S0941,Supplier_1235,,2023,HR,,59196.8
S0942,Supplier_1236,,2023,,,97646.75
S0943,Supplier_1237,,2022,,,1700.0
S0943,Supplier_1238,,2023,,,680.0
S0944,Supplier_1239,,2023,,,743.3
S0945,Supplier_1240,,2022,,,183.75
S0946,Supplier_1241,,2022,,,4981.4
S0946,Supplier_1242,,2023,,,1969.4
S0947,Supplier_1243,,2022,,,2418.0
S0948,Supplier_1244,,2022,,,1613.5
S0948,Supplier_1245,,2023,,,698.17
S0949,Supplier_1246,,2022,,,5127.47
S0949,Supplier_1247,,2023,,,712.41
S0950,Supplier_1248,,2022,,,500.0
S0951,Supplier_1249,,2023,Capex (Machines) ,,46490.94
S0952,Supplier_1250,,2022,HR,Flexible employment,98252.38
S0952,Supplier_1251,,2023,HR,,64519.94
S0953,Supplier_1252,,2022,,,47500.0
S0954,Supplier_1253,,2022,Property,Maintenance ,1022.85
S0954,Supplier_1254,,2023,Property,,268.0
S0955,Supplier_1255,,2022,Logistics & transport,Freight - Other,24981.18
S0955,Supplier_1256,,2023,Logistics & Transport,,68870.98
S0956,Supplier_1257,,2022,Logistics & transport,Courier Services,1091490.18
S0956,Supplier_1258,,2023,Logistics & Transport,,1662334.22
S0957,Supplier_0597,,2023,,,1400.0
S0958,Supplier_1259,,2022,HR,Flexible employment,132975.0
S0958,Supplier_1260,,2023,HR,,142610.9
S0959,Supplier_1261,,2023,,,133960.83
S0960,Supplier_1262,,2022,,,19302.5
S0961,Supplier_1263,,2022,Fleet,Other,472.98
S0961,Supplier_1264,,2023,Fleet,,276.95
S0962,Supplier_1265,,2023,,,7773.75
S0963,Supplier_1266,,2022,Property,Maintenance ,9735.04
S0963,Supplier_1267,,2023,Property,,9260.37
S0964,Supplier_1268,,2023,,,2078.56
S0965,Supplier_1269,,2022,,,79.54
S0966,Supplier_1270,,2023,Plastic Components,,52760.0
S0967,Supplier_1271,,2022,Electronics,PCB,657759.61
S0967,Supplier_1272,,2023,Electronics,,1068358.59
S0968,Supplier_1273,,2022,,,1500.0
S0969,Supplier_1274,,2022,HR,Flexible employment,85625.24
S0969,Supplier_1275,,2023,HR,,120565.65
S0970,Supplier_1276,,2023,,,3969.84
S0971,Supplier_1277,,2022,HR,Payroll,89820.13
S0971,Supplier_1278,,2023,HR,,101674.71
S0972,Supplier_1279,,2022,IT ,Software ,40735.29
S0972,Supplier_1280,,2023,I.T,,50487.03
S0973,Supplier_1281,,2022,IT ,Hardware ,17404.2
S0973,Supplier_1282,,2023,I.T,,31114.4
S0974,Supplier_1283,,2022,Facility Management,Catering and vending machines,897.52
S0974,Supplier_1284,,2023,Facility Management,,203.0
S0975,Supplier_1285,,2022,Packaging,Other (Polymer Packaging),4288.0
S0975,Supplier_1286,,2023,Packaging,,2365.55
S0976,Supplier_0960,,2023,,,32949.99
S0977,Supplier_1287,,2022,Professional Services,Other,3293.79
S0977,Supplier_1288,,2023,Professional Services,,3253.44
S0978,Supplier_1289,,2022,CAPEX (Machines) ,Machines,51773.8
S0978,Supplier_1289,,2023,Capex (Machines) ,,40799.12
S0979,Supplier_1290,,2022,IT ,Software ,17748.0
S0979,Supplier_1291,,2023,I.T,,22724.71
S0980,Supplier_1292,,2022,Packaging,Other (Polymer Packaging),2329.2
S0980,Supplier_1293,,2023,Packaging,,2839.36
S0981,Supplier_1294,,2022,Packaging,Cartons,371434.1
S0981,Supplier_1295,,2023,Packaging,,393508.1
S0982,Supplier_1296,,2022,,,238.8
S0982,Supplier_1297,,2023,,,259.7
S0983,Supplier_1298,,2022,Plastic Components,Injection Moulding,25523.37
S0983,Supplier_1299,,2023,Plastic Components,,14297.93
S0984,Supplier_1300,,2022,,,4920.0
S0984,Supplier_1301,,2023,,,11767.7
S0985,Supplier_1302,,2022,Metal Components,Machined Parts,72423.7
S0985,Supplier_1303,,2023,Metal Components,,65964.79
S0986,Supplier_1304,,2022,Metal Components,Other,71330.1
S0986,Supplier_1305,,2023,Metal Components,,42308.33
S0987,Supplier_1306,,2022,,,669.61
S0988,Supplier_1307,,2022,,,1785.0
S0988,Supplier_1308,,2023,,,411.4
S0989,Supplier_1309,,2022,Plastic Components,Other (Machined Parts),2326.0
S0989,Supplier_1310,,2023,Plastic Components,,1224.23
S0990,Supplier_1311,,2023,,,10864.0
S0991,Supplier_1312,,2023,,,5604.0
S0992,Supplier_1313,,2022,Electronics,Other,4119.0
S0993,Supplier_1314,,2023,,,1090.91
S0994,Supplier_1315,,2023,,,44558.6
S0995,Supplier_1316,,2023,,,84937.89
S0996,Supplier_1317,,2023,,,7500.0
S0997,Supplier_1318,,2023,,,113.64
S0997,Supplier_1319,,2023,,,14507.74
S0998,Supplier_1320,,2023,,,6039.25
S0998,Supplier_1321,,2023,,,7620.06
S0999,Supplier_1322,,2023,,,1151.85
S1000,Supplier_1323,,2022,Professional Services,Other,9624.55
S1000,Supplier_1324,,2023,Professional Services,,502434.85
S1001,Supplier_1325,,2023,,,29282.0
S1002,Supplier_1326,,2022,Metal Components,Machined Parts,6066.7
S1002,Supplier_1327,,2023,Metal Components,,9027.27
S1003,Supplier_1328,,2022,IT ,Tele- and datacom,598.97
S1003,Supplier_1328,,2023,I.T,,704.75
S1004,Supplier_1329,,2022,Plastic Components,Other,4486.25
S1004,Supplier_1330,,2023,Plastic Components,,1343.1
S1005,Supplier_1331,,2022,IT ,Tele- and datacom,1537.1
S1006,Supplier_1332,,2022,Electronics,Pneumatic,326541.16
S1006,Supplier_1333,,2023,Electronics,,411725.93
S1006,Supplier_1334,,2022,,,483.12
S1007,Supplier_1335,,2022,,,190.0
S1007,Supplier_1336,,2023,,,242.0
S1008,Supplier_1337,,2022,Sub-Contracting,Spark Eroding,2444121.0
S1008,Supplier_1338,,2023,Sub-Contracting,,3254998.08
S1009,Supplier_1339,,2023,Pharma,,4504.0
S1009,Supplier_1340,,2023,Pharma,,730900.5
S1010,Supplier_1341,,2023,,,522.14
S1011,Supplier_1342,,2022,,,160.0
S1011,Supplier_1343,,2023,,,514.12
S1012,Supplier_1344,,2022,,,936.47
S1012,Supplier_1345,,2023,,,1101.15
S1013,Supplier_1346,,2023,,,18300.0
S1014,Supplier_1347,,2023,,,2113.65
S1015,Supplier_1348,,2022,Packaging,Other (Labelling & Print),826.65
S1015,Supplier_1349,,2023,Packaging,,877.84
S1016,Supplier_1350,,2023,,,1880.88
S1017,Supplier_1351,,2023,,,1078.48
S1018,Supplier_1352,,2023,,,280.6
S1019,Supplier_1353,,2023,,,973.13
S1020,Supplier_1354,,2023,,,3952.8
S1020,Supplier_1355,,2023,,,14520.0
S1021,Supplier_1356,,2023,,,21271.8
S1022,Supplier_1357,,2023,,,3795.0
S1022,Supplier_1358,,2023,,,20530.16
S1023,Supplier_1359,,2022,,,93.6
S1024,Supplier_1360,,2022,Electronics,Components,18601.67
S1024,Supplier_1361,,2023,Electronics,,41523.44
S1025,Supplier_1362,,2022,Electronics,Components,52131.71
S1026,Supplier_1363,,2022,Logistics & transport,Freight - Other,525528.8
S1026,Supplier_1364,,2023,Logistics & Transport,,993909.59
S1027,Supplier_1365,,2023,,,1344.35
S1028,Supplier_1366,,2022,Facility Management,Catering and vending machines,197564.2
S1028,Supplier_1367,,2023,Facility Management,,228015.4
S1029,Supplier_1368,,2022,HR,Flexible employment,707233.95
S1029,Supplier_1369,,2023,HR,,569142.86
S1030,Supplier_1370,,2022,,,100.0
S1031,Supplier_1371,,2022,,,150.0
S1031,Supplier_1372,,2023,,,150.0
S1032,Supplier_1373,,2022,,,499.6
S1033,Supplier_1374,,2023,,,1558.48
S1034,Supplier_1375,,2023,IT,,366016.78
S1035,Supplier_1376,,2022,Professional Services,Other,24435.38
S1035,Supplier_1377,,2023,Professional Services,,13153.41
S1036,Supplier_1378,,2022,,,532.0
S1036,Supplier_1379,,2023,,,754.37
S1037,Supplier_1380,,2022,,,1500.0
S1037,Supplier_1381,,2023,,,1591.5
S1038,Supplier_1382,,2022,Packaging,Other (Polymer Packaging),2410.38
S1038,Supplier_1383,,2023,Packaging,,1470.9
S1039,Supplier_1384,,2022,Packaging,Other (Polymer Packaging),377.45
S1040,Supplier_1385,,2022,Plastic Components,Injection Moulding,31753.18
S1040,Supplier_1386,,2023,Plastic Components,,19470.83
S1041,Supplier_1387,,2023,,,16.35
S1042,Supplier_1388,,2022,,,1717.1
S1042,Supplier_1389,,2023,,,1887.2
S1043,Supplier_1390,,2023,,,81.29
S1044,Supplier_1391,,2022,Electronics,Components,37908.61
S1044,Supplier_1392,,2023,Electronics,,20748.8
S1044,Supplier_1393,,2023,,,81.9
S1045,Supplier_1394,,2023,HR,,103759.51
S1046,Supplier_1395,,2022,,,1174.28
S1046,Supplier_1396,,2023,,,3243.79
S1047,Supplier_1397,,2023,,,10407.74
S1048,Supplier_1398,,2022,,,49.96
S1049,Supplier_1399,,2022,IT ,Software ,1500.0
S1050,Supplier_1400,,2022,,,14911.04
S1050,Supplier_1401,,2023,,,1210.0
S1051,Supplier_1402,,2022,,,805.4
S1051,Supplier_1403,,2023,,,511.33
S1052,Supplier_1404,,2022,Property,Lease,9752.5
S1052,Supplier_1405,,2023,Property,,3202.25
S1053,Supplier_1406,,2022,,,955.5
S1053,Supplier_1407,,2023,,,935.9
S1054,Supplier_1408,,2022,,,95.0
S1054,Supplier_1409,,2023,,,199.65
S1055,Supplier_1410,,2022,,,23896.25
S1055,Supplier_1411,,2023,,,26921.09
S1056,Supplier_1412,,2022,,,30.0
S1056,Supplier_1413,,2023,,,270.48
S1057,Supplier_1414,,2022,,,1975.0
S1058,Supplier_1415,,2022,,,1349.75
S1059,Supplier_1416,,2022,,,628.8
S1059,Supplier_1417,,2023,,,2622.9
S1060,Supplier_1418,,2022,Professional Services,Legal ,12295.0
S1061,Supplier_1419,,2022,HR,Flexible employment,26427.5
S1061,Supplier_1420,,2023,HR,,197691.65
S1062,Supplier_1421,,2022,,,350.0
S1063,Supplier_1422,,2022,IT ,Software ,21780.0
S1064,Supplier_1423,,2023,,,22811.04
S1065,Supplier_1424,,2022,IT ,Software ,28920.0
S1066,Supplier_1425,,2022,,,16990.39
S1066,Supplier_1426,,2023,Professional Services,,233453.46
S1067,Supplier_1427,,2022,IT ,Software ,163677.5
S1067,Supplier_1428,,2023,I.T,,16169.95
S1068,Supplier_1429,,2022,Facility Management,Other ,15.37
S1068,Supplier_1430,,2023,Facility Management,,10.36
S1069,Supplier_1431,,2023,,,26779.12
S1070,Supplier_1432,,2023,,,2380.0
S1071,Supplier_1433,,2022,Facility Management,Other ,697.27
S1071,Supplier_1434,,2023,Facility Management,,6533.2
S1072,Supplier_1435,,2022,IT ,Software ,93424.0
S1072,Supplier_1436,,2023,I.T,,108394.98
S1073,Supplier_1437,,2023,Plastic Components,,692.78
S1074,Supplier_1438,,2022,IT ,Tele- and datacom,6050.0
S1074,Supplier_1438,,2023,I.T,,79115.26
S1075,Supplier_1439,,2022,,,618.45
S1076,Supplier_1440,,2022,Plastic Components,Injection Moulding,2157695.15
S1076,Supplier_1441,,2023,Plastic Components,,2313419.26
S1077,Supplier_1442,,2023,,,8760.55
S1078,Supplier_1443,,2022,IT ,Hardware ,10102.0
S1078,Supplier_1444,,2023,I.T,,8857.14
S1079,Supplier_1445,,2022,IT ,Software ,7500.0
S1079,Supplier_1446,,2023,I.T,,9982.5
S1080,Supplier_1447,,2022,Property,Maintenance ,530.6
S1080,Supplier_1448,,2023,Property,,13.1
S1081,Supplier_1449,,2023,,,5885.52
S1082,Supplier_1450,,2022,Sub-Contracting,Other,930.0
S1082,Supplier_1451,,2023,Sub-Contracting,,315.0
S1083,Supplier_1452,,2022,,,994.52
S1083,Supplier_1453,,2023,,,1124.34
S1084,Supplier_1454,,2022,,,2110.0
S1085,Supplier_1455,,2022,Metal Components,Machined Parts,13360.67
S1085,Supplier_1456,,2023,Metal Components,,23281.92
S1086,Supplier_1457,,2022,Packaging,Other,13301.8
S1086,Supplier_1458,,2023,Packaging,,4096.35
S1087,Supplier_1459,,2022,Property,Maintenance ,19231.86
S1087,Supplier_1460,,2023,Property,,36983.7
S1088,Supplier_1461,,2022,Metal Components,Machined Parts,29917.16
S1088,Supplier_1462,,2023,Metal Components,,38469.94
S1089,Supplier_1463,,2023,,,2608.36
S1090,Supplier_1464,,2022,Packaging,Cartons,2151.44
S1090,Supplier_1465,,2023,Packaging,,1984.48
S1091,Supplier_1466,,2023,,,18903.19
S1092,Supplier_1467,,2023,,,17752.36
S1093,Supplier_1468,,2022,Logistics & transport,Courier Services,333.0
S1094,Supplier_1469,,2022,Travel,Other travel,46642.97
S1094,Supplier_1470,,2023,Travel,,87503.91
S1095,Supplier_1471,,2022,,,9761.11
S1095,Supplier_1472,,2023,,,8335.23
S1096,Supplier_1473,,2022,Property,Maintenance ,32824.7
S1096,Supplier_1474,,2023,Property,,9362.88
S1097,Supplier_1475,,2022,,,2216.0
S1098,Supplier_1476,,2022,CAPEX (Machines) ,Maintenance ,36790.0
S1098,Supplier_1477,,2023,Capex (Machines) ,,2795.1
S1099,Supplier_1478,,2022,,,875.0
S1099,Supplier_1479,,2023,,,1123.5
S1100,Supplier_1480,,2022,HR,Flexible employment,57943.75
S1101,Supplier_1481,,2022,Property,Lease,1545257.58
S1101,Supplier_1482,,2023,Medical Device?,,997125.96
S1102,Supplier_1483,,2022,Electronics,Mechatronics,888796.0
S1102,Supplier_1484,,2023,Electronics,,1211654.26
S1103,Supplier_1485,,2022,IT ,Software ,27806.0
S1103,Supplier_1486,,2023,I.T,,37073.19
S1104,Supplier_1487,,2022,,,1250.0
S1104,Supplier_1488,,2023,,,483.0
